,Transaction ID,Transaction Date,Menu,Category,Menu ID,Qty,Price,Total Spent,Payment Method,Order Type
2289,SUN-1271380,17-07-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Dine in
2290,SUN-7001805,05-08-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Cash,Dine in
2291,SUN-2208391,03-06-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Dine in
2292,SUN-1007403,03-02-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Digital Wallet,Online Order
2293,SUN-6535297,30-08-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Cash,Take Away
2294,SUN-6832711,07-08-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Cash,Take Away
2295,SUN-2113366,24-01-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Dine in
2296,SUN-8273500,20-06-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Cash,Dine in
2297,SUN-9154562,03-07-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Debit Card,Online Order
2298,SUN-1550019,02-07-2023,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Online Order
2299,SUN-8135382,08-12-2023,Cafe Latte,Drinks,DRK-03,1,32000,32000,Debit Card,Dine in
2300,SUN-8068732,17-05-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Debit Card,Dine in
2301,SUN-1744063,16-03-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Cash,Dine in
2302,SUN-9707478,16-11-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Cash,Dine in
2303,SUN-9642707,20-02-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Cash,Online Order
2304,SUN-3456370,19-01-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Debit Card,Take Away
2305,SUN-7445775,30-05-2023,Club Sandwich,Food,FOD-05,1,45000,45000,Debit Card,Online Order
2306,SUN-3040263,30-01-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Debit Card,Online Order
2307,SUN-2374877,09-07-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Debit Card,Online Order
2308,SUN-3533406,07-08-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Cash,Dine in
2309,SUN-7965012,18-05-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Cash,Take Away
2310,SUN-2745371,06-03-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Cash,Take Away
2311,SUN-8075798,26-06-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Digital Wallet,Dine in
2312,SUN-1476814,12-06-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Digital Wallet,Online Order
2313,SUN-6381111,04-09-2023,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Digital Wallet,Dine in
2314,SUN-7298310,27-11-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Dine in
2315,SUN-9500354,17-10-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Digital Wallet,Dine in
2316,SUN-4980839,03-12-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Dine in
2317,SUN-9924724,19-01-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Cash,Take Away
2318,SUN-7503651,21-12-2023,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Debit Card,Dine in
2319,SUN-1857703,20-05-2023,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Take Away
2320,SUN-3495770,08-12-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Digital Wallet,Online Order
2321,SUN-1918615,15-08-2023,Club Sandwich,Food,FOD-05,1,45000,45000,Debit Card,Dine in
2322,SUN-2904552,05-09-2023,Cafe Latte,Drinks,DRK-03,3,32000,96000,Digital Wallet,Dine in
2323,SUN-2199755,08-01-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Cash,Dine in
2324,SUN-8492719,10-01-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Debit Card,Take Away
2325,SUN-3549878,13-12-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Cash,Dine in
2326,SUN-7401156,10-05-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Take Away
2327,SUN-5887990,22-08-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Online Order
2328,SUN-2021036,27-10-2023,Club Sandwich,Food,FOD-05,1,45000,45000,Debit Card,Dine in
2329,SUN-6261879,27-06-2023,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Digital Wallet,Dine in
2330,SUN-2328470,26-12-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Debit Card,Take Away
2331,SUN-1547092,13-06-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Cash,Take Away
2332,SUN-7060355,06-01-2023,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Digital Wallet,Online Order
2333,SUN-3681266,23-02-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Digital Wallet,Dine in
2334,SUN-1112762,13-06-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Digital Wallet,Online Order
2335,SUN-2960769,25-01-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Digital Wallet,Take Away
2336,SUN-8363361,14-11-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Dine in
2337,SUN-4062424,06-09-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Debit Card,Dine in
2338,SUN-5552440,23-01-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Cash,Dine in
2339,SUN-4272206,04-12-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Digital Wallet,Online Order
2340,SUN-6134318,12-12-2023,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Debit Card,Online Order
2341,SUN-6195043,17-10-2023,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Debit Card,Take Away
2342,SUN-1597091,05-11-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Cash,Take Away
2343,SUN-1041405,08-01-2023,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Cash,Dine in
2344,SUN-3722630,11-07-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Cash,Take Away
2345,SUN-6931211,15-01-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Debit Card,Dine in
2346,SUN-6132438,26-04-2023,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Debit Card,Online Order
2347,SUN-1734571,07-07-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Debit Card,Take Away
2348,SUN-5569771,27-06-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,Take Away
2349,SUN-4675207,29-07-2023,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Dine in
2350,SUN-9574187,31-08-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Digital Wallet,Take Away
2351,SUN-8873900,10-08-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Dine in
2352,SUN-4673538,07-10-2023,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Cash,Take Away
2353,SUN-9667923,16-11-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Cash,Dine in
2354,SUN-3723719,17-03-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Digital Wallet,Take Away
2355,SUN-4740409,24-11-2023,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Debit Card,Take Away
2356,SUN-3732627,19-10-2023,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Debit Card,Dine in
2357,SUN-1208655,28-12-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Debit Card,Take Away
2358,SUN-2980040,24-09-2023,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Cash,Dine in
2359,SUN-7847217,02-05-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Dine in
2360,SUN-5871711,25-04-2023,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Digital Wallet,Dine in
2361,SUN-3405704,21-06-2023,Cafe Latte,Drinks,DRK-03,1,32000,32000,Debit Card,Dine in
2362,SUN-5829466,02-06-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Digital Wallet,Dine in
2363,SUN-9699420,29-12-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Cash,Take Away
2364,SUN-6681573,22-07-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Cash,Dine in
2365,SUN-5408094,13-09-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Debit Card,Online Order
2366,SUN-3633271,02-09-2023,Espreso Single,Drinks,DRK-01,1,22000,22000,Digital Wallet,Online Order
2367,SUN-8500898,21-01-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Debit Card,Dine in
2368,SUN-4630384,02-11-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Dine in
2369,SUN-7552515,28-11-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Online Order
2370,SUN-1269398,02-06-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Dine in
2371,SUN-5592594,14-08-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Digital Wallet,Dine in
2372,SUN-6381766,06-03-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Take Away
2373,SUN-4143185,12-03-2023,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Online Order
2374,SUN-8897386,29-11-2023,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Digital Wallet,Dine in
2375,SUN-9587093,07-05-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Digital Wallet,Take Away
2376,SUN-8966283,02-11-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Debit Card,Online Order
2377,SUN-3222531,30-07-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Digital Wallet,Online Order
2378,SUN-7800422,27-05-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,Online Order
2379,SUN-6285267,27-08-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Debit Card,Dine in
2380,SUN-6428526,20-04-2023,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Cash,Take Away
2381,SUN-6857264,30-05-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Cash,Take Away
2382,SUN-6381486,27-07-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Digital Wallet,Dine in
2383,SUN-8558090,29-09-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Debit Card,Take Away
2384,SUN-3496430,06-06-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Cash,Take Away
2385,SUN-7449929,14-07-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Online Order
2386,SUN-7748406,07-02-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Digital Wallet,Take Away
2387,SUN-5795795,22-12-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Debit Card,Online Order
2388,SUN-1865931,23-01-2023,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Digital Wallet,Dine in
2389,SUN-3691134,08-11-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Digital Wallet,Dine in
2390,SUN-1069008,11-09-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Dine in
2391,SUN-3467645,24-02-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Cash,Take Away
2392,SUN-4703957,27-03-2023,Club Sandwich,Food,FOD-05,3,45000,135000,Digital Wallet,Take Away
2393,SUN-3632591,07-02-2023,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Debit Card,Online Order
2394,SUN-9824254,30-03-2023,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Digital Wallet,Online Order
2395,SUN-7265204,08-11-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Cash,Take Away
2396,SUN-4838819,25-12-2023,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Cash,Take Away
2397,SUN-3925857,10-08-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Digital Wallet,Online Order
2398,SUN-6759300,14-07-2023,Espreso Single,Drinks,DRK-01,1,22000,22000,Debit Card,Take Away
2399,SUN-8953751,23-12-2023,Espreso Single,Drinks,DRK-01,3,22000,66000,Debit Card,Dine in
2400,SUN-9339166,02-04-2023,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Debit Card,Dine in
2401,SUN-7408190,09-06-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Cash,Dine in
2402,SUN-8897744,31-08-2023,Iced Americano,Drinks,DRK-02,2,28000,56000,Digital Wallet,Dine in
2403,SUN-5060305,07-03-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Debit Card,Online Order
2404,SUN-4308197,06-01-2023,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Debit Card,Dine in
2405,SUN-5589567,14-01-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Debit Card,Take Away
2406,SUN-7064517,14-12-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Cash,Online Order
2407,SUN-3376710,08-10-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Debit Card,Dine in
2408,SUN-6328490,06-04-2023,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Online Order
2409,SUN-6006320,31-01-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Cash,Dine in
2410,SUN-5542721,26-07-2023,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Digital Wallet,Dine in
2411,SUN-2852391,24-08-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Take Away
2412,SUN-4349097,09-06-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Debit Card,Dine in
2413,SUN-9676884,25-07-2023,Cinnamon Roll,Dessert,DST-04,2,28000,56000,Cash,Dine in
2414,SUN-1183588,14-04-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Debit Card,Dine in
2415,SUN-1509668,27-09-2023,Cafe Latte,Drinks,DRK-03,1,32000,32000,Debit Card,Dine in
2416,SUN-5523264,29-07-2023,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Digital Wallet,Take Away
2417,SUN-3997167,11-12-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Cash,Take Away
2418,SUN-7059512,01-01-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Digital Wallet,Online Order
2419,SUN-9756216,28-03-2023,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Digital Wallet,Dine in
2420,SUN-9931904,17-01-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Cash,Take Away
2421,SUN-9488885,26-06-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Dine in
2422,SUN-4829294,09-02-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Cash,Dine in
2423,SUN-2620888,02-10-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Online Order
2424,SUN-7919612,07-03-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Digital Wallet,Dine in
2425,SUN-6641778,15-03-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Digital Wallet,Dine in
2426,SUN-9892653,03-10-2023,Espreso Single,Drinks,DRK-01,3,22000,66000,Debit Card,Dine in
2427,SUN-3351867,03-02-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Cash,Take Away
2428,SUN-9977317,12-01-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Debit Card,Dine in
2429,SUN-6815697,20-02-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Digital Wallet,Online Order
2430,SUN-8408240,29-12-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Cash,Dine in
2431,SUN-4364144,07-12-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Cash,Dine in
2432,SUN-7625581,03-08-2023,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Debit Card,Take Away
2433,SUN-5217333,16-10-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Cash,Take Away
2434,SUN-7580288,24-09-2023,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Digital Wallet,Online Order
2435,SUN-3919860,15-03-2023,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Debit Card,Dine in
2436,SUN-9681854,27-12-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Debit Card,Take Away
2437,SUN-9140493,06-01-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Debit Card,Take Away
2438,SUN-5670908,26-11-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Debit Card,Online Order
2439,SUN-8779334,21-08-2023,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Debit Card,Dine in
2440,SUN-2338839,07-05-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Take Away
2441,SUN-4073337,28-04-2023,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Debit Card,Dine in
2442,SUN-6637400,15-12-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Cash,Take Away
2443,SUN-4458771,25-03-2023,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Digital Wallet,Online Order
2444,SUN-9022180,28-11-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Online Order
2445,SUN-6327514,14-03-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Cash,Take Away
2446,SUN-3907757,02-12-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Debit Card,Take Away
2447,SUN-3156852,22-06-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Online Order
2448,SUN-4296233,24-11-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Digital Wallet,Online Order
2449,SUN-5422702,05-05-2023,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Debit Card,Online Order
2450,SUN-9578555,19-10-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Cash,Dine in
2451,SUN-9412589,10-12-2023,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Cash,Dine in
2452,SUN-5388867,17-08-2023,Espreso Single,Drinks,DRK-01,3,22000,66000,Cash,Dine in
2453,SUN-7911469,26-07-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Cash,Dine in
2454,SUN-1386454,02-10-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Cash,Take Away
2455,SUN-9898208,25-11-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Debit Card,Take Away
2456,SUN-5098530,05-12-2023,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Online Order
2457,SUN-6424413,04-12-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Cash,Dine in
2458,SUN-5701250,08-11-2023,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Digital Wallet,Online Order
2459,SUN-1523691,25-11-2023,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Debit Card,Take Away
2460,SUN-9016259,06-12-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Online Order
2461,SUN-9914730,01-07-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Cash,Take Away
2462,SUN-2402621,14-06-2023,New York Cheesecake,Dessert,DST-03,1,42000,42000,Digital Wallet,Take Away
2463,SUN-9607629,01-08-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Digital Wallet,Online Order
2464,SUN-2941793,02-07-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Cash,Take Away
2465,SUN-8897833,15-07-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Online Order
2466,SUN-7240484,26-01-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Dine in
2467,SUN-4901160,08-01-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Take Away
2468,SUN-9976657,21-05-2023,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,Online Order
2469,SUN-8915791,12-12-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Digital Wallet,Online Order
2470,SUN-4838085,26-04-2023,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Cash,Take Away
2471,SUN-2716045,25-02-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Debit Card,Online Order
2472,SUN-8247752,29-09-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Digital Wallet,Online Order
2473,SUN-7778921,22-07-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Online Order
2474,SUN-5031517,05-08-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Debit Card,Online Order
2475,SUN-2710753,07-09-2023,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Take Away
2476,SUN-7261012,04-09-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Debit Card,Take Away
2477,SUN-7107720,15-10-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Cash,Take Away
2478,SUN-5731584,25-07-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Cash,Dine in
2479,SUN-4078615,17-07-2023,New York Cheesecake,Dessert,DST-03,1,42000,42000,Cash,Dine in
2480,SUN-5230144,14-12-2023,Club Sandwich,Food,FOD-05,1,45000,45000,Digital Wallet,Online Order
2481,SUN-2292827,22-08-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Cash,Take Away
2482,SUN-9418096,07-04-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Cash,Dine in
2483,SUN-6957542,29-10-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Online Order
2484,SUN-1932249,05-10-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Online Order
2485,SUN-9951647,23-08-2023,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Digital Wallet,Online Order
2486,SUN-4452973,06-05-2023,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Cash,Take Away
2487,SUN-1526670,01-09-2023,New York Cheesecake,Dessert,DST-03,3,42000,126000,Debit Card,Online Order
2488,SUN-9128467,26-10-2023,Club Sandwich,Food,FOD-05,1,45000,45000,Digital Wallet,Online Order
2489,SUN-9091051,08-11-2023,Espreso Single,Drinks,DRK-01,2,22000,44000,Cash,Online Order
2490,SUN-9428135,19-07-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Dine in
2491,SUN-2743758,27-01-2023,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Cash,Take Away
2492,SUN-6012013,07-07-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Cash,Take Away
2493,SUN-5764406,09-07-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Debit Card,Online Order
2494,SUN-3783445,12-09-2023,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Cash,Dine in
2495,SUN-4832463,10-01-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Debit Card,Dine in
2496,SUN-2074114,26-12-2023,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Cash,Dine in
2497,SUN-3575092,25-02-2023,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Debit Card,Online Order
2498,SUN-1552645,15-10-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Take Away
2499,SUN-2676081,11-01-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Online Order
2500,SUN-7597954,25-12-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Cash,Dine in
2501,SUN-1391755,13-11-2023,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Online Order
2502,SUN-4003667,25-07-2023,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Cash,Online Order
2503,SUN-3472385,01-05-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Debit Card,Online Order
2504,SUN-1752832,24-06-2023,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Dine in
2505,SUN-6303106,10-07-2023,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Cash,Take Away
2506,SUN-9953906,07-03-2023,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Debit Card,Online Order
2507,SUN-9639055,15-10-2023,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Digital Wallet,Dine in
2508,SUN-9331752,14-08-2023,Club Sandwich,Food,FOD-05,4,45000,180000,Debit Card,Take Away
2509,SUN-4242839,09-09-2023,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Digital Wallet,Online Order
2510,SUN-5269211,20-02-2023,Iced Americano,Drinks,DRK-02,4,28000,112000,Debit Card,Take Away
2511,SUN-3327438,05-12-2023,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Debit Card,Take Away
2512,SUN-4951268,11-07-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Digital Wallet,Dine in
2513,SUN-6871013,28-06-2023,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Cash,Take Away
2514,SUN-4220032,17-01-2023,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Cash,Take Away
2515,SUN-9640765,14-09-2023,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Digital Wallet,Take Away
2516,SUN-2109267,02-11-2023,Espreso Single,Drinks,DRK-01,1,22000,22000,Cash,Take Away
2517,SUN-8512582,13-11-2023,Cafe Latte,Drinks,DRK-03,2,32000,64000,Cash,Dine in
2518,SUN-5908740,07-03-2023,Iced Americano,Drinks,DRK-02,3,28000,84000,Digital Wallet,Online Order
2519,SUN-7396318,09-02-2023,Iced Americano,Drinks,DRK-02,1,28000,28000,Cash,Take Away
2520,SUN-3355823,23-03-2023,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Cash,Dine in
2521,SUN-7394254,21-06-2023,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Take Away
2522,SUN-5168668,31-01-2023,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Debit Card,Dine in
2523,SUN-1599130,02-02-2023,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Digital Wallet,Dine in
2524,SUN-4703954,28-05-2023,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Online Order
2525,SUN-9362512,23-07-2023,Club Sandwich,Food,FOD-05,1,45000,45000,Digital Wallet,Dine in
2526,SUN-7585303,10-01-2023,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Digital Wallet,Online Order
2527,SUN-8963412,25-04-2023,Club Sandwich,Food,FOD-05,2,45000,90000,Cash,Dine in
2528,SUN-1188679,11-11-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Cash,Dine in
2529,SUN-5688247,03-11-2023,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Cash,Online Order
2530,SUN-9486964,03-08-2023,New York Cheesecake,Dessert,DST-03,4,42000,168000,Cash,Dine in
2531,SUN-2340186,20-06-2023,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Debit Card,Take Away
